Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Symbol,Company
2024-04-23 00:00:00+05:30,12845.0,13024.5,12776.2998046875,12996.25,12736.7890625,397281,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-04-24 00:00:00+05:30,13000.0,13073.9501953125,12900.0,12944.0498046875,12685.630859375,296364,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-04-25 00:00:00+05:30,12964.0,12980.7001953125,12740.349609375,12922.5,12664.51171875,640725,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-04-26 00:00:00+05:30,12922.0,13045.0,12660.0,12703.349609375,12449.736328125,704626,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-04-29 00:00:00+05:30,12800.0498046875,12994.7998046875,12603.0,12689.849609375,12436.505859375,613937,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-04-30 00:00:00+05:30,12786.0,12996.0,12740.2001953125,12817.5,12561.6083984375,528776,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-02 00:00:00+05:30,12750.0,12844.150390625,12514.7998046875,12805.349609375,12549.7001953125,814923,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-03 00:00:00+05:30,12817.9501953125,12830.0,12411.400390625,12492.150390625,12242.75390625,834990,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-06 00:00:00+05:30,12550.0,12646.400390625,12372.5,12439.2998046875,12190.9580078125,342231,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-07 00:00:00+05:30,12472.400390625,12508.5,12239.0,12364.0498046875,12117.2099609375,604375,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-08 00:00:00+05:30,12392.0,12559.9501953125,12325.0,12543.5498046875,12293.1259765625,399669,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-09 00:00:00+05:30,12540.0,12739.7998046875,12436.75,12504.650390625,12255.00390625,504590,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-10 00:00:00+05:30,12505.0,12696.9501953125,12501.0,12675.5,12422.4423828125,328670,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-13 00:00:00+05:30,12660.0,12708.400390625,12477.5498046875,12673.849609375,12420.8251953125,281421,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-14 00:00:00+05:30,12673.849609375,12840.0,12651.400390625,12814.2001953125,12558.3740234375,331037,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-15 00:00:00+05:30,12820.0,12872.400390625,12700.0,12767.2998046875,12512.41015625,232030,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-16 00:00:00+05:30,12848.0,12848.0,12300.0,12497.650390625,12248.1435546875,914201,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-17 00:00:00+05:30,12515.150390625,12665.900390625,12322.2998046875,12641.5,12389.1220703125,809226,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-21 00:00:00+05:30,12600.150390625,12678.900390625,12441.7998046875,12473.2998046875,12224.279296875,443136,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-22 00:00:00+05:30,12427.7998046875,12563.0,12363.099609375,12531.349609375,12281.169921875,280015,0.0,0.0,MARUTI.NS,Maruti Suzuki
2024-05-23 00:00:00+05:30,12566.0498046875,12975.099609375,12473.0498046875,12934.900390625,12676.6650390625,768732,0.0,0.0,MARUTI.NS,Maruti Suzuki
